fq_name	module	kind	uses_sorry	pretty_type_uncurried	pretty_type_unfolded	unfold_status
LRA.Set.Constructions.TypeSet.Difference	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (a : Alpha),   And (LRA.Set.Constructions.instMembershipTypeSet.mem A a) (Not (LRA.Set.Constructions.instMembershipTypeSet.mem B a))	∀ {Alpha : Type u} (A B : Alpha → Prop) (a : Alpha),   And (LRA.Set.Constructions.instMembershipTypeSet.1 A a) (LRA.Set.Constructions.instMembershipTypeSet.1 B a → False)	ok
LRA.Set.Constructions.TypeSet.RelativeComplementIsRelativeComplementOf	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha), A.IsRelativeComplementOf B (A.RelativeComplement B)	∀ {Alpha : Type u} (A B : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)           (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))       x)     (And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)       (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))	ok
LRA.Set.Constructions.TypeSet.UnionMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (A.Union B) x)     (Or (LRA.Set.Constructions.instMembershipTypeSet.mem A x) (LRA.Set.Constructions.instMembershipTypeSet.mem B x))	∀ {Alpha : Type u} (A B : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         Or (LRA.Set.Constructions.instMembershipTypeSet.1 A x) (LRA.Set.Constructions.instMembershipTypeSet.1 B x))       x)     (Or (LRA.Set.Constructions.instMembershipTypeSet.1 A x) (LRA.Set.Constructions.instMembershipTypeSet.1 B x))	ok
LRA.Set.Constructions.TypeSet.SeparationMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha) (property : Alpha → Prop) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (A.Separation property) x)     (And (LRA.Set.Constructions.instMembershipTypeSet.mem A x) (property x))	∀ {Alpha : Type u} (A property : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x => And (LRA.Set.Constructions.instMembershipTypeSet.1 A x) (property x)) x)     (And (LRA.Set.Constructions.instMembershipTypeSet.1 A x) (property x))	ok
LRA.Set.Constructions.TypeSet.Separation	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha) (property : Alpha → Prop) (a : Alpha),   And (LRA.Set.Constructions.instMembershipTypeSet.mem A a) (property a)	∀ {Alpha : Type u} (A property : Alpha → Prop) (a : Alpha),   And (LRA.Set.Constructions.instMembershipTypeSet.1 A a) (property a)	ok
LRA.Set.Constructions.TypeSet.IndexedIntersectionMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} {Index : Type v} (family : LRA.Set.Constructions.TypeSet.Family Index Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (LRA.Set.Constructions.TypeSet.IndexedIntersection family) x)     (∀ (i : Index), LRA.Set.Constructions.instMembershipTypeSet.mem (family i) x)	∀ {Alpha : Type u} {Index : Type v} (family : Index → Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x => ∀ (i : Index), LRA.Set.Constructions.instMembershipTypeSet.1 (family i) x) x)     (∀ (i : Index), LRA.Set.Constructions.instMembershipTypeSet.1 (family i) x)	ok
LRA.Set.Constructions.TypeSet.IsRelativeComplementOf	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A B D : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem D x)     (And (LRA.Set.Constructions.instMembershipTypeSet.mem A x)       (Not (LRA.Set.Constructions.instMembershipTypeSet.mem B x)))	∀ {Alpha : Type u} (A B D : Alpha → Prop) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.1 D x)     (And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)       (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))	ok
LRA.Set.Constructions.TypeSet.Union	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (a : Alpha),   Or (LRA.Set.Constructions.instMembershipTypeSet.mem A a) (LRA.Set.Constructions.instMembershipTypeSet.mem B a)	∀ {Alpha : Type u} (A B : Alpha → Prop) (a : Alpha),   Or (LRA.Set.Constructions.instMembershipTypeSet.1 A a) (LRA.Set.Constructions.instMembershipTypeSet.1 B a)	ok
LRA.Set.Constructions.TypeSet.IndexedUnion	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} {Index : Type v} (family : LRA.Set.Constructions.TypeSet.Family Index Alpha) (a : Alpha),   Exists fun i => LRA.Set.Constructions.instMembershipTypeSet.mem (family i) a	∀ {Alpha : Type u} {Index : Type v} (family : Index → Alpha → Prop) (a : Alpha),   Exists fun i => LRA.Set.Constructions.instMembershipTypeSet.1 (family i) a	ok
LRA.Set.Constructions.TypeSet.ComplementMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem A.Complement x)     (Not (LRA.Set.Constructions.instMembershipTypeSet.mem A x))	∀ {Alpha : Type u} (A : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1 (fun x => LRA.Set.Constructions.instMembershipTypeSet.1 A x → False)       x)     (LRA.Set.Constructions.instMembershipTypeSet.1 A x → False)	ok
LRA.Set.Constructions.TypeSet.IndexedUnionMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} {Index : Type v} (family : LRA.Set.Constructions.TypeSet.Family Index Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (LRA.Set.Constructions.TypeSet.IndexedUnion family) x)     (Exists fun i => LRA.Set.Constructions.instMembershipTypeSet.mem (family i) x)	∀ {Alpha : Type u} {Index : Type v} (family : Index → Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x => Exists fun i => LRA.Set.Constructions.instMembershipTypeSet.1 (family i) x) x)     (Exists fun i => LRA.Set.Constructions.instMembershipTypeSet.1 (family i) x)	ok
LRA.Set.Constructions.TypeSet.RelativeComplementMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (A.RelativeComplement B) x)     (And (LRA.Set.Constructions.instMembershipTypeSet.mem A x)       (Not (LRA.Set.Constructions.instMembershipTypeSet.mem B x)))	∀ {Alpha : Type u} (A B : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)           (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))       x)     (And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)       (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))	ok
LRA.Set.Constructions.TypeSet.Universal	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ (Alpha : Type u) (a : Alpha), True	∀ (Alpha : Type u) (a : Alpha), True	ok
LRA.Set.Constructions.TypeSet.CollectionUnionMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (C : LRA.Set.Constructions.TypeSet (LRA.Set.Constructions.TypeSet Alpha)) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem C.CollectionUnion x)     (Exists fun B =>       And (LRA.Set.Constructions.instMembershipTypeSet.mem C B) (LRA.Set.Constructions.instMembershipTypeSet.mem B x))	∀ {Alpha : Type u} (C : (Alpha → Prop) → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         Exists fun B =>           And (LRA.Set.Constructions.instMembershipTypeSet.1 C B) (LRA.Set.Constructions.instMembershipTypeSet.1 B x))       x)     (Exists fun B =>       And (LRA.Set.Constructions.instMembershipTypeSet.1 C B) (LRA.Set.Constructions.instMembershipTypeSet.1 B x))	ok
LRA.Set.Constructions.TypeSet.Nonempty	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha),   Exists fun x => LRA.Set.Constructions.instMembershipTypeSet.mem A x	∀ {Alpha : Type u} (A : Alpha → Prop), Exists fun x => LRA.Set.Constructions.instMembershipTypeSet.1 A x	ok
LRA.Set.Constructions.TypeSet.PowerSetMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem A.PowerSet B) (B.Subset A)	∀ {Alpha : Type u} (A B : Alpha → Prop),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun B =>         ∀ (x : Alpha),           LRA.Set.Constructions.instMembershipTypeSet.1 B x → LRA.Set.Constructions.instMembershipTypeSet.1 A x)       B)     (∀ (x : Alpha),       LRA.Set.Constructions.instMembershipTypeSet.1 B x → LRA.Set.Constructions.instMembershipTypeSet.1 A x)	ok
LRA.Set.Constructions.TypeSet.IndexedIntersection	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} {Index : Type v} (family : LRA.Set.Constructions.TypeSet.Family Index Alpha) (a : Alpha) (i : Index),   LRA.Set.Constructions.instMembershipTypeSet.mem (family i) a	∀ {Alpha : Type u} {Index : Type v} (family : Index → Alpha → Prop) (a : Alpha) (i : Index),   LRA.Set.Constructions.instMembershipTypeSet.1 (family i) a	ok
LRA.Set.Constructions.TypeSet.PowerSet	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A a : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   LRA.Set.Constructions.instMembershipTypeSet.mem a x → LRA.Set.Constructions.instMembershipTypeSet.mem A x	∀ {Alpha : Type u} (A a : Alpha → Prop) (x : Alpha),   LRA.Set.Constructions.instMembershipTypeSet.1 a x → LRA.Set.Constructions.instMembershipTypeSet.1 A x	ok
LRA.Set.Constructions.TypeSet.CollectionIntersection	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (C : LRA.Set.Constructions.TypeSet (LRA.Set.Constructions.TypeSet Alpha)) (a : Alpha)   (B : LRA.Set.Constructions.TypeSet Alpha),   LRA.Set.Constructions.instMembershipTypeSet.mem C B → LRA.Set.Constructions.instMembershipTypeSet.mem B a	∀ {Alpha : Type u} (C : (Alpha → Prop) → Prop) (a : Alpha) (B : Alpha → Prop),   LRA.Set.Constructions.instMembershipTypeSet.1 C B → LRA.Set.Constructions.instMembershipTypeSet.1 B a	ok
LRA.Set.Constructions.TypeSet.UniversalMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (x : Alpha),   LRA.Set.Constructions.instMembershipTypeSet.mem (LRA.Set.Constructions.TypeSet.Universal Alpha) x	∀ {Alpha : Type u} (x : Alpha), LRA.Set.Constructions.instMembershipTypeSet.1 (fun x => True) x	ok
LRA.Set.Constructions.TypeSet.EmptyMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (LRA.Set.Constructions.TypeSet.Empty Alpha) x) False	∀ {Alpha : Type u} (x : Alpha), Iff (LRA.Set.Constructions.instMembershipTypeSet.1 (fun x => False) x) False	ok
LRA.Set.Constructions.TypeSet.PairEqualsInsertSingleton	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (a b : Alpha),   Eq (LRA.Set.Constructions.TypeSet.Pair a b)     (LRA.Set.Constructions.TypeSet.Insert a (LRA.Set.Constructions.TypeSet.Singleton b))	∀ {Alpha : Type u} (a b : Alpha),   Eq (fun x => Or (Eq x a) (Eq x b)) fun x =>     Or (Eq x a) (LRA.Set.Constructions.instMembershipTypeSet.1 (fun x => Eq x b) x)	ok
LRA.Set.Constructions.TypeSet.IntersectionMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (A.Intersection B) x)     (And (LRA.Set.Constructions.instMembershipTypeSet.mem A x) (LRA.Set.Constructions.instMembershipTypeSet.mem B x))	∀ {Alpha : Type u} (A B : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         And (LRA.Set.Constructions.instMembershipTypeSet.1 A x) (LRA.Set.Constructions.instMembershipTypeSet.1 B x))       x)     (And (LRA.Set.Constructions.instMembershipTypeSet.1 A x) (LRA.Set.Constructions.instMembershipTypeSet.1 B x))	ok
LRA.Set.Constructions.TypeSet.DifferenceMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem (A.Difference B) x)     (And (LRA.Set.Constructions.instMembershipTypeSet.mem A x)       (Not (LRA.Set.Constructions.instMembershipTypeSet.mem B x)))	∀ {Alpha : Type u} (A B : Alpha → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)           (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))       x)     (And (LRA.Set.Constructions.instMembershipTypeSet.1 A x)       (LRA.Set.Constructions.instMembershipTypeSet.1 B x → False))	ok
LRA.Set.Constructions.TypeSet.Intersection	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha) (a : Alpha),   And (LRA.Set.Constructions.instMembershipTypeSet.mem A a) (LRA.Set.Constructions.instMembershipTypeSet.mem B a)	∀ {Alpha : Type u} (A B : Alpha → Prop) (a : Alpha),   And (LRA.Set.Constructions.instMembershipTypeSet.1 A a) (LRA.Set.Constructions.instMembershipTypeSet.1 B a)	ok
LRA.Set.Constructions.TypeSet.Complement	LRA.Set.Constructions.TypeSet.Operations	instance	false	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha) (a : Alpha),   LRA.Set.Constructions.instMembershipTypeSet.mem A a → False	∀ {Alpha : Type u} (A : Alpha → Prop) (a : Alpha), LRA.Set.Constructions.instMembershipTypeSet.1 A a → False	ok
LRA.Set.Constructions.TypeSet.CollectionIntersectionMembership	LRA.Set.Constructions.TypeSet.Operations	theorem	true	∀ {Alpha : Type u} (C : LRA.Set.Constructions.TypeSet (LRA.Set.Constructions.TypeSet Alpha)) (x : Alpha),   Iff (LRA.Set.Constructions.instMembershipTypeSet.mem C.CollectionIntersection x)     (∀ (B : LRA.Set.Constructions.TypeSet Alpha),       LRA.Set.Constructions.instMembershipTypeSet.mem C B → LRA.Set.Constructions.instMembershipTypeSet.mem B x)	∀ {Alpha : Type u} (C : (Alpha → Prop) → Prop) (x : Alpha),   Iff     (LRA.Set.Constructions.instMembershipTypeSet.1       (fun x =>         ∀ (B : Alpha → Prop),           LRA.Set.Constructions.instMembershipTypeSet.1 C B → LRA.Set.Constructions.instMembershipTypeSet.1 B x)       x)     (∀ (B : Alpha → Prop),       LRA.Set.Constructions.instMembershipTypeSet.1 C B → LRA.Set.Constructions.instMembershipTypeSet.1 B x)	ok
LRA.Set.Constructions.TypeSet.NotMemberOfEmpty	LRA.Set.Constructions.TypeSet.Laws.Membership	theorem	true	∀ {Alpha : Type u} (x : Alpha),   Not     (LRA.Set.Constructions.instMembershipTypeSet.mem LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection       x)	∀ {Alpha : Type u} (x : Alpha),   LRA.Set.Constructions.instMembershipTypeSet.1 LRA.Set.Constructions.TypeSet.instEmptyCollection.1 x → False	ok
LRA.Set.Constructions.TypeSet.UnionEmpty	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instUnion.union A LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection)     A	∀ {Alpha : Type u} (A : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instUnion.1 A LRA.Set.Constructions.TypeSet.instEmptyCollection.1) A	ok
LRA.Set.Constructions.TypeSet.UnionCommutative	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instUnion.union A B) (LRA.Set.Constructions.TypeSet.instUnion.union B A)	∀ {Alpha : Type u} (A B : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instUnion.1 A B) (LRA.Set.Constructions.TypeSet.instUnion.1 B A)	ok
LRA.Set.Constructions.TypeSet.EmptyUnion	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instUnion.union LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection A)     A	∀ {Alpha : Type u} (A : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instUnion.1 LRA.Set.Constructions.TypeSet.instEmptyCollection.1 A) A	ok
LRA.Set.Constructions.TypeSet.UnionAssociative	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A B C : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instUnion.union (LRA.Set.Constructions.TypeSet.instUnion.union A B) C)     (LRA.Set.Constructions.TypeSet.instUnion.union A (LRA.Set.Constructions.TypeSet.instUnion.union B C))	∀ {Alpha : Type u} (A B C : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instUnion.1 (LRA.Set.Constructions.TypeSet.instUnion.1 A B) C)     (LRA.Set.Constructions.TypeSet.instUnion.1 A (LRA.Set.Constructions.TypeSet.instUnion.1 B C))	ok
LRA.Set.Constructions.TypeSet.UnionIdempotent	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha), Eq (LRA.Set.Constructions.TypeSet.instUnion.union A A) A	∀ {Alpha : Type u} (A : Alpha → Prop), Eq (LRA.Set.Constructions.TypeSet.instUnion.1 A A) A	ok
LRA.Set.Constructions.TypeSet.UnionMonotone	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A₁ A₂ B₁ B₂ : LRA.Set.Constructions.TypeSet Alpha),   And (LRA.Set.Constructions.TypeSet.instHasSubset.Subset A₁ A₂)       (LRA.Set.Constructions.TypeSet.instHasSubset.Subset B₁ B₂) →     LRA.Set.Constructions.TypeSet.instHasSubset.Subset (LRA.Set.Constructions.TypeSet.instUnion.union A₁ B₁)       (LRA.Set.Constructions.TypeSet.instUnion.union A₂ B₂)	∀ {Alpha : Type u} (A₁ A₂ B₁ B₂ : Alpha → Prop),   And (LRA.Set.Constructions.TypeSet.instHasSubset.1 A₁ A₂) (LRA.Set.Constructions.TypeSet.instHasSubset.1 B₁ B₂) →     LRA.Set.Constructions.TypeSet.instHasSubset.1 (LRA.Set.Constructions.TypeSet.instUnion.1 A₁ B₁)       (LRA.Set.Constructions.TypeSet.instUnion.1 A₂ B₂)	ok
LRA.Set.Constructions.TypeSet.SubsetIffUnionEqRight	LRA.Set.Constructions.TypeSet.Laws.Union	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha),   Iff (LRA.Set.Constructions.TypeSet.instHasSubset.Subset A B)     (Eq (LRA.Set.Constructions.TypeSet.instUnion.union A B) B)	∀ {Alpha : Type u} (A B : Alpha → Prop),   Iff (LRA.Set.Constructions.TypeSet.instHasSubset.1 A B) (Eq (LRA.Set.Constructions.TypeSet.instUnion.1 A B) B)	ok
LRA.Set.Constructions.TypeSet.IntersectionCommutative	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instInter.inter A B) (LRA.Set.Constructions.TypeSet.instInter.inter B A)	∀ {Alpha : Type u} (A B : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instInter.1 A B) (LRA.Set.Constructions.TypeSet.instInter.1 B A)	ok
LRA.Set.Constructions.TypeSet.IntersectionEmpty	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instInter.inter A LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection)     LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection	∀ {Alpha : Type u} (A : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instInter.1 A LRA.Set.Constructions.TypeSet.instEmptyCollection.1)     LRA.Set.Constructions.TypeSet.instEmptyCollection.1	ok
LRA.Set.Constructions.TypeSet.IntersectionMonotone	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A₁ A₂ B₁ B₂ : LRA.Set.Constructions.TypeSet Alpha),   And (LRA.Set.Constructions.TypeSet.instHasSubset.Subset A₁ A₂)       (LRA.Set.Constructions.TypeSet.instHasSubset.Subset B₁ B₂) →     LRA.Set.Constructions.TypeSet.instHasSubset.Subset (LRA.Set.Constructions.TypeSet.instInter.inter A₁ B₁)       (LRA.Set.Constructions.TypeSet.instInter.inter A₂ B₂)	∀ {Alpha : Type u} (A₁ A₂ B₁ B₂ : Alpha → Prop),   And (LRA.Set.Constructions.TypeSet.instHasSubset.1 A₁ A₂) (LRA.Set.Constructions.TypeSet.instHasSubset.1 B₁ B₂) →     LRA.Set.Constructions.TypeSet.instHasSubset.1 (LRA.Set.Constructions.TypeSet.instInter.1 A₁ B₁)       (LRA.Set.Constructions.TypeSet.instInter.1 A₂ B₂)	ok
LRA.Set.Constructions.TypeSet.IntersectionAssociative	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A B C : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instInter.inter (LRA.Set.Constructions.TypeSet.instInter.inter A B) C)     (LRA.Set.Constructions.TypeSet.instInter.inter A (LRA.Set.Constructions.TypeSet.instInter.inter B C))	∀ {Alpha : Type u} (A B C : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instInter.1 (LRA.Set.Constructions.TypeSet.instInter.1 A B) C)     (LRA.Set.Constructions.TypeSet.instInter.1 A (LRA.Set.Constructions.TypeSet.instInter.1 B C))	ok
LRA.Set.Constructions.TypeSet.SubsetIffIntersectionEqLeft	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha),   Iff (LRA.Set.Constructions.TypeSet.instHasSubset.Subset A B)     (Eq (LRA.Set.Constructions.TypeSet.instInter.inter A B) A)	∀ {Alpha : Type u} (A B : Alpha → Prop),   Iff (LRA.Set.Constructions.TypeSet.instHasSubset.1 A B) (Eq (LRA.Set.Constructions.TypeSet.instInter.1 A B) A)	ok
LRA.Set.Constructions.TypeSet.EmptyIntersection	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha),   Eq (LRA.Set.Constructions.TypeSet.instInter.inter LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection A)     LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection	∀ {Alpha : Type u} (A : Alpha → Prop),   Eq (LRA.Set.Constructions.TypeSet.instInter.1 LRA.Set.Constructions.TypeSet.instEmptyCollection.1 A)     LRA.Set.Constructions.TypeSet.instEmptyCollection.1	ok
LRA.Set.Constructions.TypeSet.IntersectionIdempotent	LRA.Set.Constructions.TypeSet.Laws.Intersection	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha), Eq (LRA.Set.Constructions.TypeSet.instInter.inter A A) A	∀ {Alpha : Type u} (A : Alpha → Prop), Eq (LRA.Set.Constructions.TypeSet.instInter.1 A A) A	ok
LRA.Set.Constructions.TypeSet.SubsetReflexive	LRA.Set.Constructions.TypeSet.Laws.Subset	theorem	true	∀ {Alpha : Type u} (A : LRA.Set.Constructions.TypeSet Alpha), LRA.Set.Constructions.TypeSet.instHasSubset.Subset A A	∀ {Alpha : Type u} (A : Alpha → Prop), LRA.Set.Constructions.TypeSet.instHasSubset.1 A A	ok
LRA.Set.Constructions.TypeSet.SetEqualityIffMutualSubset	LRA.Set.Constructions.TypeSet.Laws.Subset	theorem	true	∀ {Alpha : Type u} (A B : LRA.Set.Constructions.TypeSet Alpha),   Iff (Eq A B)     (And (LRA.Set.Constructions.TypeSet.instHasSubset.Subset A B)       (LRA.Set.Constructions.TypeSet.instHasSubset.Subset B A))	∀ {Alpha : Type u} (A B : Alpha → Prop),   Iff (Eq A B)     (And (LRA.Set.Constructions.TypeSet.instHasSubset.1 A B) (LRA.Set.Constructions.TypeSet.instHasSubset.1 B A))	ok
LRA.Set.Constructions.TypeSet.SubsetTransitive	LRA.Set.Constructions.TypeSet.Laws.Subset	theorem	true	∀ {Alpha : Type u} (A B C : LRA.Set.Constructions.TypeSet Alpha),   And (LRA.Set.Constructions.TypeSet.instHasSubset.Subset A B)       (LRA.Set.Constructions.TypeSet.instHasSubset.Subset B C) →     LRA.Set.Constructions.TypeSet.instHasSubset.Subset A C	∀ {Alpha : Type u} (A B C : Alpha → Prop),   And (LRA.Set.Constructions.TypeSet.instHasSubset.1 A B) (LRA.Set.Constructions.TypeSet.instHasSubset.1 B C) →     LRA.Set.Constructions.TypeSet.instHasSubset.1 A C	ok
LRA.Set.Constructions.TypeSet.ComplementUniversal	LRA.Set.Constructions.TypeSet.Laws.Complement	theorem	true	∀ {Alpha : Type u},   Eq     (LRA.Set.Constructions.TypeSet.instHasComplement.complement       LRA.Set.Constructions.TypeSet.instHasUniversal.universal)     LRA.Set.Constructions.TypeSet.instEmptyCollection.emptyCollection	∀ {Alpha : Type u},   Eq (LRA.Set.Constructions.TypeSet.instHasComplement.1 LRA.Set.Constructions.TypeSet.instHasUniversal.1)     LRA.Set.Constructions.TypeSet.instEmptyCollection.1	ok
